65064,,Goldschlager Cinnamon Schnapps,260,Diageo Americas,375,12,1,,87,5/1/1995 0:00,,,$6.37 ,9.56,76.47
65065,IMPORTED SCHNAPPS,Goldschlager Cinnamon Schnapps,260,Diageo Americas,375,12,1,,87,5/1/1995 0:00,86767500090,86767700759,$7.13 ,10.7,85.47
65066,IMPORTED SCHNAPPS,Goldschlager Cinnamon Schnapps,260,Diageo Americas,750,12,1,,87,11/1/1993 0:00,86767500069,86767700735,$13.00 ,19.5,155.89
6508,,Sav-On Osco Scotch,803,Levecke Corp,1750,6,1,,80,11/1/2000 0:00,,,$8.84 ,13.26,53.01
65086,WHISKEY LIQUEUR,Glayva Liqueur,503,Whyte And Machay(americas) Limitedl,750,6,1,,70,2/23/2012 0:00,,1.00876E+13,$18.79 ,28.19,112.75
65091,CREAM LIQUEURS,Godet Cream Liqueur,260,Diageo Americas,603,10,1,,30,11/1/1994 0:00,,,$13.50 ,20.25,135
65096,CREAM LIQUEURS,Godet Cream Liqueur,260,Diageo Americas,750,6,1,,30,11/1/1994 0:00,,,$12.17 ,18.26,73
65121,MISC. IMPORTED CORDIALS & LIQUEURS,Grand Marnier Cordon Rouge Mini,420,Moet Hennessy Usa Inc.,603,10,1,,80,5/1/1986 0:00,881109311,88076153578,$26.09 ,39.14,260.86
65124,MISC. IMPORTED CORDIALS & LIQUEURS,Grand Marnier Cordon Rouge,420,Moet Hennessy Usa Inc.,375,24,1,,80,11/1/1985 0:00,,,$13.36 ,20.04,320.52
65125,MISC. IMPORTED CORDIALS & LIQUEURS,Grand Marnier Cordon Rouge,420,Moet Hennessy Usa Inc.,375,12,1,,80,10/1/2014 0:00,65125,65125,$13.36 ,20.04,160.32
65126,MISC. IMPORTED CORDIALS & LIQUEURS,Grand Marnier Cordon Rouge,420,Moet Hennessy Usa Inc.,750,12,1,,80,5/1/1973 0:00,88110931032,88076153530,$23.31 ,34.97,279.68
65127,MISC. IMPORTED CORDIALS & LIQUEURS,Grand Marnier Cordon Rouge,420,Moet Hennessy Usa Inc.,1000,12,1,,80,1/1/2001 0:00,88110931025,88076153516,$25.55 ,38.33,306.5
65134,MISC. IMPORTED CORDIALS & LIQUEURS,Mysambuca,270,International Beverage Co. Inc.,750,6,1,,40,12/1/2013 0:00,65134,1.07584E+13,$16.38 ,24.57,98.25
65141,MISC. IMPORTED CORDIALS & LIQUEURS,Intrigue,275,Specialty Spirits Imports,603,4,1,,34,11/1/2005 0:00,,,$16.52 ,24.78,66.08
65142,MISC. IMPORTED CORDIALS & LIQUEURS,Intrigue,275,Specialty Spirits Imports,750,6,1,,34,11/1/2005 0:00,,,$12.00 ,18,71.97
65144,MISC. IMPORTED CORDIALS & LIQUEURS,Il Tramonto Limoncello,322,U.s. Distilled Prod. Co,750,6,1,,60,5/1/2014 0:00,84279979472,3.00843E+13,$10.00 ,15,60
6516,,Hy Vee Angus Mcbride Scotch,322,U.s. Distilled Prod. Co,750,12,1,,80,9/1/1998 0:00,,,$4.96 ,7.44,59.5
6518,,Hy Vee Angus Mcbride Scotch,322,U.s. Distilled Prod. Co,1750,6,1,,80,9/1/1998 0:00,,,$10.54 ,15.81,63.25
65185,MISC. IMPORTED CORDIALS & LIQUEURS,Irish Mist Honey,461,Campari(skyy),750,6,1,,70,11/1/2013 0:00,7.2106E+11,1.07211E+13,$11.83 ,17.75,70.96
65186,WHISKEY LIQUEUR,Irish Mist Liqueur,461,Campari(skyy),750,12,1,,70,7/1/1969 0:00,,,$11.83 ,17.75,141.92
65188,MISC. IMPORTED CORDIALS & LIQUEURS,Hpnotiq,259,Heaven Hill Distilleries Inc.,1750,3,1,,34,9/1/2005 0:00,7.3604E+11,1.0736E+13,$21.33 ,32,63.98
65191,MISC. IMPORTED CORDIALS & LIQUEURS,Hpnotiq Mini,259,Heaven Hill Distilleries Inc.,600,8,12,,34,5/1/2006 0:00,7.3604E+11,1.0736E+13,$12.44 ,18.66,99.5
65194,MISC. IMPORTED CORDIALS & LIQUEURS,Hpnotiq,259,Heaven Hill Distilleries Inc.,375,12,1,,34,7/1/2003 0:00,7.3604E+11,1.0736E+13,$6.35 ,9.53,76.16
65195,MISC. IMPORTED CORDIALS & LIQUEURS,Hpnotiq,259,Heaven Hill Distilleries Inc.,750,6,1,,34,2/1/2003 0:00,7.3604E+11,1.0736E+13,$8.83 ,13.75,52.97
65197,CREAM LIQUEURS,Tequila Rose Liqueur,300,Mccormick Distilling Company,1000,6,1,,30,5/1/2006 0:00,,,$12.00 ,18,71.98
65199,CREAM LIQUEURS,Tequila Rose Liqueur,300,Mccormick Distilling Company,1000,12,1,,30,1/1/2000 0:00,85592121036,1.00856E+13,$12.00 ,18,143.95
65200,CREAM LIQUEURS,Tequila Rose Liqueur,300,Mccormick Distilling Company,750,12,1,,30,4/1/2007 0:00,85592121043,1.00856E+13,$7.33 ,12,87.95
65202,CREAM LIQUEURS,Tequila Rose Liqueur,300,Mccormick Distilling Company,502,12,1,,30,11/1/1996 0:00,,,$6.63 ,9.95,79.56
65204,CREAM LIQUEURS,Tequila Rose Liqueur Mini,300,Mccormick Distilling Company,500,6,10,,30,5/1/2005 0:00,85592121081,2.00856E+13,$6.63 ,9.95,39.78
65205,CREAM LIQUEURS,Tequila Rose Liqueur,300,Mccormick Distilling Company,750,6,1,,30,5/1/2006 0:00,,,$10.66 ,15.99,63.97
65220,IMPORTED VODKA,Jinro Chamisul Soju,293,Jinro America Inc,375,24,1,,39,1/19/2012 0:00,,,$3.38 ,5.07,81
65229,MISC. IMPORTED CORDIALS & LIQUEURS,Hpnotiq Harmonie,259,Heaven Hill Distilleries Inc.,750,6,1,,34,7/1/2011 0:00,96749003143,2.00967E+13,$8.83 ,13.75,52.97
65231,DECANTERS & SPECIALTY PACKAGES,Hpnotiq Sparkle,259,Heaven Hill Distilleries Inc.,750,6,1,,25,10/1/2014 0:00,96749000340,65231,$9.83 ,14.75,58.97
65248,MISC. IMPORTED CORDIALS & LIQUEURS,Jagermeister Spice,192,Sidney Frank Importing Co.,750,12,1,,50,9/1/2013 0:00,83089662000,1.00831E+13,$12.05 ,18.08,144.5
65251,MISC. IMPORTED CORDIALS & LIQUEURS,Jagermeister Liqueur Mini,192,Sidney Frank Importing Co.,1200,5,24,,70,7/1/1993 0:00,83089660112,1.00831E+13,$29.53 ,44.3,147.65
65253,MISC. IMPORTED CORDIALS & LIQUEURS,Jagermeister Liqueur,192,Sidney Frank Importing Co.,200,48,1,,70,5/1/2004 0:00,83089660402,1.00831E+13,$3.51 ,5.27,168.2
65254,MISC. IMPORTED CORDIALS & LIQUEURS,Jagermeister Liqueur,192,Sidney Frank Importing Co.,375,24,1,,70,10/1/1991 0:00,83089660358,1.00831E+13,$6.52 ,9.78,156.3
65256,MISC. IMPORTED CORDIALS & LIQUEURS,Jagermeister Liqueur,192,Sidney Frank Importing Co.,750,12,1,,70,5/1/1985 0:00,83089524001,1.00831E+13,$12.05 ,18.08,144.5
65257,MISC. IMPORTED CORDIALS & LIQUEURS,Jagermeister Liqueur,192,Sidney Frank Importing Co.,1000,12,1,,70,4/1/1991 0:00,83089660150,1.00831E+13,$15.54 ,23.31,186.4
65258,MISC. IMPORTED CORDIALS & LIQUEURS,Jagermeister Liqueur,192,Sidney Frank Importing Co.,1750,6,1,,70,3/1/2001 0:00,83089660174,1.00831E+13,$26.05 ,39.08,156.3
65264,IMPORTED VODKA,Jinro Soju 24,293,Jinro America Inc,750,12,1,,48,1/19/2012 0:00,,,$7.17 ,10.76,86
65266,IMPORTED VODKA,Jinro Classic Soju,293,Jinro America Inc,375,24,24,,40,1/19/2012 0:00,,1E+13,$3.38 ,5.07,81
65354,MISC. IMPORTED CORDIALS & LIQUEURS,La Grande Passion Liqueur,120,Carillon Importers Ltd.,375,24,1,,48,9/1/1987 0:00,,,$2.33 ,3.5,55.84
65393,MISC. IMPORTED CORDIALS & LIQUEURS,Le Tourment Vert Absinthe,400,Mckenzie River Corporation,750,6,1,,100,3/1/2009 0:00,8.83431E+11,,$16.20 ,24.3,97.2
65426,MISC. IMPORTED CORDIALS & LIQUEURS,Licor 43,978,W. J. Deutsch And Sons Ltd.,750,12,1,,62,6/1/2011 0:00,29929115411,1.00299E+13,$14.10 ,21.15,169.17
65474,MISC. IMPORTED CORDIALS & LIQUEURS,Galliano Liqueur,240,William Grant And Sons Inc.,375,24,1,,60,4/1/1985 0:00,,,$9.65 ,14.48,231.48
65476,MISC. IMPORTED CORDIALS & LIQUEURS,Galliano Liqueur,240,William Grant And Sons Inc.,750,12,1,,60,8/1/1971 0:00,,,$17.86 ,26.79,214.31
65536,MISC. IMPORTED CORDIALS & LIQUEURS,Lucid Absinthe Liqueur,971,Hood River Distillers Inc.,750,6,1,,124,4/1/2008 0:00,94922677365,65536,$32.50 ,48.75,194.97
65559,MISC. IMPORTED CORDIALS & LIQUEURS,Luxardo Amaro Abano,391,Anchor Distilling (preiss Imports),750,12,1,,60,6/20/2012 0:00,87229020071,1.00872E+13,$13.53 ,20.3,162.3
65579,MISC. IMPORTED CORDIALS & LIQUEURS,Luxardo Limoncello Frosted,391,Anchor Distilling (preiss Imports),750,12,1,,54,1/30/2012 0:00,,,$13.50 ,20.25,162
65610,MISC. IMPORTED CORDIALS & LIQUEURS,Marie Brizard Fruit Burster Banana-Strawberry,259,Heaven Hill Distilleries Inc.,750,6,1,,34,8/1/1998 0:00,,,$6.18 ,9.27,37.05
65630,MISC. IMPORTED CORDIALS & LIQUEURS,Marie Brizard Fruit Burster Kiwi Strawberry,259,Heaven Hill Distilleries Inc.,750,6,1,,34,8/1/1998 0:00,,,$6.18 ,9.27,37.05
65640,MISC. IMPORTED CORDIALS & LIQUEURS,Marie Brizard Fruit Burster Pineapple-Coconut,259,Heaven Hill Distilleries Inc.,750,6,1,,34,8/1/1998 0:00,,,$6.18 ,9.27,37.05
65646,MISC. AMERICAN CORDIALS & LIQUEURS,Marie Brizard Chocolat Royal,459,Surville Enterprises Corp,750,6,1,,34,11/1/2012 0:00,6.85701E+11,1.06857E+13,$9.84 ,14.76,59
65660,MISC. IMPORTED CORDIALS & LIQUEURS,Marie Brizard Fruit Burster Orange-Banana,259,Heaven Hill Distilleries Inc.,750,6,1,,34,8/1/1998 0:00,,,$6.18 ,9.27,37.05
65669,MISC. IMPORTED CORDIALS & LIQUEURS,Marie Brizard Aprydisiac W/receipe Tag,259,Heaven Hill Distilleries Inc.,750,6,1,,34,8/1/1998 0:00,,,$6.76 ,10.14,40.55
65679,DECANTERS & SPECIALTY PACKAGES,Marie Brizard Watermelon,267,Imperial Brands Inc.,750,6,1,,34,9/1/1998 0:00,,1.06857E+13,$12.33 ,18.5,74
65680,MISC. IMPORTED CORDIALS & LIQUEURS,Marie Brizard Watermelon Liquor,267,Imperial Brands Inc.,750,6,1,,34,8/1/1998 0:00,,,$12.33 ,18.5,74
65767,FLAVORED RUM,Malibu Peach Sparkler,370,Pernod Ricard Usa/austin Nichols,750,12,1,,22,3/1/2014 0:00,89540521060,1.00895E+13,$8.49 ,12.74,101.88
65768,FLAVORED RUM,Malibu Rum Sparkler,370,Pernod Ricard Usa/austin Nichols,750,12,1,,22,3/1/2014 0:00,89540521053,1.00895E+13,$8.49 ,12.74,101.88
658,DECANTERS & SPECIALTY PACKAGES,Grand Marnier w/50ml Raspberry Peach,420,Moet Hennessy Usa Inc.,800,6,2,,80,12/1/2014 0:00,81753825553,1.00818E+13,$23.31 ,34.97,139.86
65826,MISC. IMPORTED CORDIALS & LIQUEURS,Mata Hari Absinthe,305,Mhw Ltd,750,6,1,,120,11/1/2008 0:00,,,$27.50 ,41.25,164.97
6587,SCOTCH WHISKIES,Bankers Club Scotch,297,Laird And Company,1000,12,1,,80,8/1/1997 0:00,,,$5.33 ,8,63.92
6588,SCOTCH WHISKIES,Banker's Club Scotch,297,Laird And Company,1750,6,1,,80,8/1/2005 0:00,,,$5.00 ,7.5,30
65896,MISC. IMPORTED CORDIALS & LIQUEURS,Metaxa Ouzo,389,Remy Cointreau Usa         .,750,12,1,,80,11/1/1987 0:00,87236210243,1.00837E+13,$10.50 ,15.75,125.9
65968,MISC. IMPORTED CORDIALS & LIQUEURS,Amaro Montegegro,969,Aveniu Brands,750,12,1,,46,3/1/2004 0:00,,,$11.96 ,17.94,143.5
66004,DISTILLED SPIRITS SPECIALTY,Absolut Tune,370,Pernod Ricard Usa/austin Nichols,750,6,1,,28,9/1/2013 0:00,8.35229E+11,8.08352E+13,$12.49 ,18.74,74.94
66008,IMPORTED VODKA - MISC,Oddka Apple Pie,370,Pernod Ricard Usa/austin Nichols,750,12,1,,60,3/1/2013 0:00,80432200223,1.00804E+13,$6.49 ,9.74,77.88
66026,MISC. IMPORTED CORDIALS & LIQUEURS,Nassau Royale Liqueur,35,Bacardi U.s.a. Inc.,750,12,1,,67,4/1/1997 0:00,,,$8.61 ,12.92,103.28
66033,MISC. IMPORTED CORDIALS & LIQUEURS,Navan,420,Moet Hennessy Usa Inc.,750,12,1,,80,3/1/2005 0:00,,,$22.57 ,33.86,270.8
66038,IMPORTED VODKA - MISC,Oddka Electricity,370,Pernod Ricard Usa/austin Nichols,750,12,1,,60,3/1/2013 0:00,80432200193,1.00804E+13,$6.49 ,9.74,77.88
66043,IMPORTED VODKA - MISC,Oddka Salted Caramel Popcorn,370,Pernod Ricard Usa/austin Nichols,750,12,1,,60,3/1/2013 0:00,80432200100,1.00804E+13,$6.49 ,9.74,77.88
66050,MISC. IMPORTED CORDIALS & LIQUEURS,Nuvo Sparkling Liqueur,305,Mhw Ltd,375,12,1,,30,4/1/2008 0:00,7.36041E+11,88076171831,$9.94 ,14.91,119.21
66052,MISC. IMPORTED CORDIALS & LIQUEURS,Nuvo,305,Mhw Ltd,750,12,1,,30,10/1/2009 0:00,88076172333,1.00881E+13,$15.00 ,22.5,179.95
66054,MISC. IMPORTED CORDIALS & LIQUEURS,Nuvo Lemon Sorbet,260,Diageo Americas,750,12,1,,50,11/2/2011 0:00,,1.00881E+13,$3.88 ,5.82,23.25
66058,MISC. IMPORTED CORDIALS & LIQUEURS,Nv Absinthe Verte By Lafee,305,Mhw Ltd,750,12,1,,76,3/1/2010 0:00,7.36041E+11,1.0736E+13,$12.08 ,18.12,145
66076,MISC. IMPORTED CORDIALS & LIQUEURS,Opal Nera Sambuca,490,Allied Domecq Spirits And Wine Usa,750,12,1,,80,4/1/1991 0:00,,,$11.90 ,17.85,142.76
661,DECANTERS & SPECIALTY PACKAGES,El Mayor 50ml Trial Pack,434,Luxco-st Louis,150,20,3,,80,7/1/2014 0:00,88352128191,1.00884E+13,$7.50 ,11.25,150
66107,MISC. IMPORTED CORDIALS & LIQUEURS,OR-G,357,Palm Bay Imports Inc.,750,6,1,,34,8/1/2011 0:00,8.98093E+11,1.08981E+13,$12.50 ,18.75,74.97
66152,MISC. IMPORTED CORDIALS & LIQUEURS,Passion XO Blue,305,Mhw Ltd,750,6,1,,32,6/1/2013 0:00,8.10316E+11,1.81032E+13,$11.17 ,16.76,67
66153,MISC. IMPORTED CORDIALS & LIQUEURS,Passion XO Pink,305,Mhw Ltd,750,6,1,,32,6/1/2013 0:00,8.10316E+11,1.81032E+13,$11.17 ,16.76,67
66155,MISC. IMPORTED CORDIALS & LIQUEURS,Passion XO Sun,305,Mhw Ltd,750,6,1,,32,6/1/2013 0:00,8.10316E+11,1.81032E+13,$11.17 ,16.76,67
66177,TEQUILA,Peligroso Cinnamon Mini,260,Diageo Americas,300,8,6,,70,8/1/2014 0:00,82000770466,1.0082E+13,$4.50 ,6.75,35.99
66178,TEQUILA,Peligroso Cinnamon,260,Diageo Americas,750,6,1,,70,8/1/2014 0:00,82000770381,1.0082E+13,$11.50 ,17.25,68.97
66186,MISC. IMPORTED CORDIALS & LIQUEURS,Pernod Anise Liqueur,370,Pernod Ricard Usa/austin Nichols,750,12,1,,80,2/1/1977 0:00,,,$15.60 ,23.4,187.15
66187,MISC. IMPORTED CORDIALS & LIQUEURS,Pernod D'absinthe,370,Pernod Ricard Usa/austin Nichols,750,6,1,,136,11/1/2008 0:00,80432104538,1.00804E+13,$36.33 ,54.5,217.98
66188,MISC. IMPORTED CORDIALS & LIQUEURS,Pernod D'absinthe,370,Pernod Ricard Usa/austin Nichols,750,6,1,,136,11/1/2008 0:00,,,$36.33 ,54.5,217.98
66199,WHISKEY LIQUEUR,Piehole Apple Pie Mini,260,Diageo Americas,500,12,10,,70,10/1/2014 0:00,82000004707,1.0082E+13,$4.90 ,7.35,58.8
66203,WHISKEY LIQUEUR,Piehole Apple Pie,260,Diageo Americas,750,12,1,,70,10/1/2014 0:00,82000772019,1.0082E+13,$7.49 ,11.24,89.88
66206,WHISKEY LIQUEUR,Piehole Cherry Pie Mini,260,Diageo Americas,500,12,10,,70,10/1/2014 0:00,82000004691,1.0082E+13,$4.90 ,7.35,58.8
66208,WHISKEY LIQUEUR,Piehole Cherry Pie,260,Diageo Americas,750,12,1,,70,10/1/2014 0:00,82000771982,1.0082E+13,$7.49 ,11.24,89.88
66211,WHISKEY LIQUEUR,Piehole Pecan Pie Mini,260,Diageo Americas,500,12,10,,70,10/1/2014 0:00,82000004714,1.0082E+13,$4.90 ,7.35,58.8
66213,WHISKEY LIQUEUR,Piehole Pecan Pie,260,Diageo Americas,750,12,1,,70,10/1/2014 0:00,82000772040,1.0082E+13,$7.49 ,11.24,89.88
66226,MISC. IMPORTED CORDIALS & LIQUEURS,Pimm's Cup No. 1,260,Diageo Americas,750,12,1,,50,11/1/2013 0:00,88004143541,80368001246,$10.00 ,15,119.89
66231,DISTILLED SPIRITS SPECIALTY,The Anejo by Porfidio,104,Asdspirits Llc,750,6,1,,79,5/1/2014 0:00,8.76868E+11,1.08769E+13,$64.34 ,96.51,386
66293,IMPORTED GRAPE BRANDIES,Remy Martin V,389,Remy Cointreau Usa         .,375,12,1,,40,3/1/2014 0:00,87236109042,1.00872E+13,$8.35 ,12.53,100.16
66295,IMPORTED GRAPE BRANDIES,Remy Martin V,389,Remy Cointreau Usa         .,200,24,1,,40,3/1/2014 0:00,87236108021,1.00872E+13,$5.42 ,8.13,129.92
66296,IMPORTED GRAPE BRANDIES,Remy Martin V,389,Remy Cointreau Usa         .,750,6,1,,80,4/1/2013 0:00,87236108014,1.00872E+13,$20.34 ,30.51,122
66324,MISC. IMPORTED CORDIALS & LIQUEURS,Remy Red,389,Remy Cointreau Usa         .,375,12,1,,32,1/1/2000 0:00,,,$6.37 ,9.56,76.45
66326,MISC. IMPORTED CORDIALS & LIQUEURS,Remy Red Red Berry Infusion,389,Remy Cointreau Usa         .,750,12,1,,32,1/1/2000 0:00,,,$11.49 ,17.24,137.92
66329,CANADIAN WHISKIES,Revelstoke Spiced Canadian Minis,380,Phillips Beverage Company,3017,1,1,,80,9/1/2000 0:00,,,$29.97 ,44.96,29.97
66331,CANADIAN WHISKIES,Revelstoke Spiced Canadian,380,Phillips Beverage Company,750,12,1,,80,9/1/2000 0:00,,,$5.33 ,8,63.9
66332,CANADIAN WHISKIES,Revelstoke Spiced Canadian,380,Phillips Beverage Company,1000,12,1,,80,9/1/2000 0:00,,,$6.93 ,10.4,83.1
66486,MISC. IMPORTED CORDIALS & LIQUEURS,Rohol Cinnamon/mint Liqueur,852,Millennium Import Company,750,12,1,,70,7/1/1996 0:00,,,$6.63 ,9.95,79.5
665,DECANTERS & SPECIALTY PACKAGES,Bird Dog Blackberry w/4-50mls,492,Western Spirits Beverage Co. Llc,950,6,5,,80,10/1/2014 0:00,8.12459E+11,8.12459E+11,$10.00 ,15,60
66580,AMERICAN COCKTAILS,Salvador's Premium Margarita,434,Luxco-st Louis,1750,6,1,,30,5/1/2008 0:00,,,$9.59 ,14.39,57.56
66636,MISC. IMPORTED CORDIALS & LIQUEURS,Romana Sambuca Italian Liquore,260,Diageo Americas,750,12,1,,84,11/1/1979 0:00,86767220066,1.00868E+13,$13.00 ,19.5,155.95
66787,MISC. IMPORTED CORDIALS & LIQUEURS,Skinos,10,A Hardy / U.s.a. Ltd.,750,6,1,,60,3/1/2013 0:00,5.29173E+11,2.05292E+13,$16.84 ,25.26,101
69944,,Rumple Minze Peppermint Schnapps Liqueur,260,Diageo Americas,375,24,1,,100,8/1/1988 0:00,,,$5.71 ,8.57,137.07
66788,MISC. IMPORTED CORDIALS & LIQUEURS,Sizzurp Purple Punch Liqueur,994,Harbrew Imports,750,12,1,,32,10/1/2004 0:00,,,$15.00 ,22.5,180
66789,CANADIAN WHISKIES,Sinfire Mini,971,Hood River Distillers Inc.,600,10,12,,70,4/1/2013 0:00,84104010189,1.00841E+13,$5.50 ,8.25,55
66790,CANADIAN WHISKIES,Sinfire,971,Hood River Distillers Inc.,750,12,1,,70,4/1/2013 0:00,84104101818,1.00841E+13,$4.30 ,6.45,51.6
66810,MISC. IMPORTED CORDIALS & LIQUEURS,Solerno Blood Orange Liqueur,240,William Grant And Sons Inc.,750,6,1,,80,6/1/2014 0:00,83664870202,1.00837E+13,$18.00 ,27,108
66811,MISC. IMPORTED CORDIALS & LIQUEURS,Sheridan's Liqueur,260,Diageo Americas,402,4,1,,34,11/1/1996 0:00,,,$28.88 ,43.32,115.5
66816,MISC. IMPORTED CORDIALS & LIQUEURS,Sheridan's Liqueur,260,Diageo Americas,750,6,1,,34,8/1/1993 0:00,,,$11.76 ,17.64,70.55
66823,CANADIAN WHISKIES,Spicebox Canadian Spiced Whisky,421,Sazerac Co. Inc.,750,12,1,,80,11/1/2012 0:00,57496003787,4.00575E+13,$8.50 ,12.75,101.94
66824,CANADIAN WHISKIES,Spicebox Canadian Cinnamon Whisky,421,Sazerac Co. Inc.,750,12,1,,80,11/1/2012 0:00,57496005033,4.00575E+13,$8.50 ,12.75,101.94
66834,MISC. IMPORTED CORDIALS & LIQUEURS,St Germain,35,Bacardi U.s.a. Inc.,200,12,1,,40,11/1/2014 0:00,8.98804E+11,1.08988E+13,$8.50 ,12.75,102
66835,MISC. IMPORTED CORDIALS & LIQUEURS,St. Germain Mini,35,Bacardi U.s.a. Inc.,600,4,12,,40,12/1/2013 0:00,8.98804E+11,2.08988E+13,$27.25 ,40.88,109
66836,MISC. IMPORTED CORDIALS & LIQUEURS,St. Germain,35,Bacardi U.s.a. Inc.,750,6,1,,40,1/1/2013 0:00,80480004699,1.00805E+13,$19.50 ,29.25,116.96
66860,MISC. AMERICAN CORDIALS & LIQUEURS,Stirrings Apple Liqueur,260,Diageo Americas,750,12,1,,36,11/4/2011 0:00,,1.0082E+13,$3.88 ,5.82,23.25
66861,MISC. IMPORTED CORDIALS & LIQUEURS,Stirrings Ginger Liqueur,260,Diageo Americas,750,12,1,,50,11/3/2011 0:00,,1.0082E+13,$6.50 ,9.74,77.95
66862,MISC. AMERICAN CORDIALS & LIQUEURS,Stirrings Peach Liqueur,260,Diageo Americas,750,12,1,,36,4/1/2011 0:00,82000002765,1.0082E+13,$6.50 ,9.75,77.95
66863,MISC. AMERICAN CORDIALS & LIQUEURS,Stirrings Pomegranate Liqueur,260,Diageo Americas,750,12,1,,36,4/1/2011 0:00,82000002772,1.0082E+13,$6.50 ,9.75,77.95
66936,MISC. IMPORTED CORDIALS & LIQUEURS,Grangala Triple Orange Liqueur,330,Monsieur Henri Wines Ltd.,750,12,1,,80,9/1/1999 0:00,8235230025,1.00824E+13,$11.02 ,16.53,132.24
67006,MISC. IMPORTED CORDIALS & LIQUEURS,Midori Melon Liqueur,65,Jim Beam Brands,750,12,1,,40,11/1/1982 0:00,88857003306,88857328430,$11.50 ,17.25,137.94
67031,TEQUILA,Tarantula Azul Citrus Flavored Tequila,300,Mccormick Distilling Company,603,10,1,,80,5/1/1997 0:00,,,$12.00 ,18,120
67036,TEQUILA,Tarantula Azul Citrus Flavored Tequila,300,Mccormick Distilling Company,750,12,1,,80,5/1/1997 0:00,,,$13.33 ,20,160
67067,DISTILLED SPIRITS SPECIALTY,Ty Ku Super Premium Soju,469,Ty Ku Llc,750,6,1,,48,6/1/2011 0:00,7.36041E+11,1.0736E+13,$12.67 ,19.01,76
67086,MISC. IMPORTED CORDIALS & LIQUEURS,Tiramisu Liqueur,363,Paterno Imports Ltd.,750,12,1,,48,9/1/1996 0:00,,,$10.30 ,15.45,123.6
67100,CREAM LIQUEURS,Tequila Rose Cocoa,300,Mccormick Distilling Company,750,12,1,,30,7/1/2008 0:00,85592128059,,$10.66 ,15.99,127.95
67101,CREAM LIQUEURS,Tequila Rose Cocoa,300,Mccormick Distilling Company,502,6,1,,30,11/1/2005 0:00,,,$5.28 ,7.92,31.68
67104,CREAM LIQUEURS,Tequila Rose Cocoa,300,Mccormick Distilling Company,750,6,1,,30,11/1/2005 0:00,,,$10.66 ,15.99,63.97
67108,CREAM LIQUEURS,Tequila Rose Java,300,Mccormick Distilling Company,502,6,1,,30,11/1/2005 0:00,,,$5.28 ,7.92,31.68
67111,CREAM LIQUEURS,Tequila Rose Java,300,Mccormick Distilling Company,750,6,1,,30,11/1/2005 0:00,,,$10.66 ,15.99,63.97
67159,MISC. IMPORTED CORDIALS & LIQUEURS,Ty Ku Premium Liqueur,469,Ty Ku Llc,750,6,1,,40,6/1/2011 0:00,7.3604E+11,1.0736E+13,$12.67 ,19.01,76
67186,MISC. IMPORTED CORDIALS & LIQUEURS,Tuaca Liqueur,85,Brown-forman Corporation,750,12,1,,70,9/1/1992 0:00,,,$10.94 ,16.41,131.24
67192,MISC. IMPORTED CORDIALS & LIQUEURS,X Rated Fusion Liqueur,461,Campari(skyy),750,6,1,,34,1/1/2007 0:00,6.81425E+11,6.81425E+11,$14.66 ,21.99,87.96
67194,MISC. IMPORTED CORDIALS & LIQUEURS,X Rated Fusion Liqueur,461,Campari(skyy),1000,6,1,,34,6/1/2010 0:00,6.81425E+11,1.16814E+13,$18.67 ,28.01,112
67196,TEQUILA,Twisted Sheilas Lime Tequila,115,Constellation Wine Company Inc.,750,12,1,,70,10/1/1996 0:00,,,$7.73 ,11.6,92.72
67220,MISC. IMPORTED CORDIALS & LIQUEURS,Villa Massa Limoncello,978,W. J. Deutsch And Sons Ltd.,750,6,1,,60,7/1/2009 0:00,83664869879,1.00837E+13,$15.00 ,22.5,90
67226,MISC. IMPORTED CORDIALS & LIQUEURS,Vandermint Chocolate Mint Liqueur,259,Heaven Hill Distilleries Inc.,750,12,1,,52,3/1/1997 0:00,,,$11.09 ,16.64,133.1
67250,MISCELLANEOUS SCHNAPPS,Yukon Jack Mad Jack,260,Diageo Americas,750,12,1,,100,5/1/1995 0:00,,,$7.77 ,11.66,93.19
67263,WHISKEY LIQUEUR,Yukon Jack Canadian Liqueur,260,Diageo Americas,200,48,1,,100,4/1/1991 0:00,,,$2.28 ,3.42,109.49
67264,WHISKEY LIQUEUR,Yukon Jack Canadian Liqueur,260,Diageo Americas,375,24,1,,100,8/1/1987 0:00,82000125389,82000721666,$5.25 ,7.88,125.99
67266,WHISKEY LIQUEUR,Yukon Jack Canadian Liqueur,260,Diageo Americas,750,12,1,,100,5/1/1977 0:00,82000125259,82000721413,$9.25 ,13.88,111
67267,WHISKEY LIQUEUR,Yukon Jack Canadian Liqueur,260,Diageo Americas,1000,12,1,,100,2/1/1993 0:00,82000125044,82000721420,$11.75 ,17.63,140.99
67272,BLENDED WHISKIES,Yukon Jack Jacapple Mini,260,Diageo Americas,500,12,10,,70,1/1/2013 0:00,82000003496,1.0082E+13,$4.97 ,7.45,59.59
67273,BLENDED WHISKIES,Yukon Jack Jacapple,260,Diageo Americas,750,12,1,,70,1/1/2013 0:00,82000761884,1.0082E+13,$9.25 ,13.88,111
67274,BLENDED WHISKIES,Yukon Jack Wicked Hot Mini,260,Diageo Americas,500,12,10,,70,1/1/2013 0:00,82000003489,1.0082E+13,$4.97 ,7.45,59.59
